Order_Date,Category,Product,Unit_Price,Discount,Quantity,Revenue
2023-01-01,Electronics,Wireless Headphones,65,0.0286739018106605,8,505.0895710584565
2023-01-01,Electronics,Smart Watch,85,0.059218769602062474,5,399.8320229191234
2023-01-01,Electronics,Bluetooth Speaker,48,0.08056353346685076,4,176.53180157436466
2023-01-01,Home,Air Fryer,110,0.06031831528989971,4,413.4599412724441
2023-01-01,Home,Coffee Maker,75,0.0782243073180223,5,345.6658847557416
2023-01-01,Home,LED Lamp,32,0.06626481969561754,2,59.75905153948048
2023-01-01,Fashion,Hoodie,38,0.06697283907679738,9,319.0952890357353
2023-01-01,Fashion,Sneakers,72,0.05722798496724961,0,0.0
2023-01-01,Fashion,Backpack,45,0.02835422210766892,6,262.3443600309294
2023-01-01,Beauty,Face Serum,28,0.041281873193789065,6,161.06464530344343
2023-01-01,Beauty,Hair Dryer,55,0.018107841916551952,2,108.0081373891793
2023-01-01,Beauty,Perfume,60,0.0624290186013441,1,56.254258883919356
2023-01-02,Electronics,Wireless Headphones,65,0.04092365383587321,7,436.3797375046777
2023-01-02,Electronics,Smart Watch,85,0.038264941494931905,2,163.49495994586158
2023-01-02,Electronics,Bluetooth Speaker,48,0.039417542198896156,4,184.43183189781195
2023-01-02,Home,Air Fryer,110,0.016932509691139942,2,216.27484786794923
2023-01-02,Home,Coffee Maker,75,0.04486406105330925,7,501.4463679470127
2023-01-02,Home,LED Lamp,32,0.060860591088646436,3,90.15738325548995
2023-01-02,Fashion,Hoodie,38,0.044016109313174394,7,254.29171492269563
2023-01-02,Fashion,Sneakers,72,0.08397968938101091,2,131.90692472913443
2023-01-02,Fashion,Backpack,45,0.020280923641928728,2,88.17471687222641
2023-01-02,Beauty,Face Serum,28,0.04444443257253067,4,107.02222355187658
2023-01-02,Beauty,Hair Dryer,55,0.09991827229229466,3,148.51348507177138
2023-01-02,Beauty,Perfume,60,0.02967647261724185,4,232.87764657186196
2023-01-03,Electronics,Wireless Headphones,65,0.0766495057696911,2,120.03556424994015
2023-01-03,Electronics,Smart Watch,85,0.037842302273166734,3,245.35021292034247
2023-01-03,Electronics,Bluetooth Speaker,48,0.0375176100365212,4,184.79661887298792
2023-01-03,Home,Air Fryer,110,0.03186934838660617,1,106.49437167747332
2023-01-03,Home,Coffee Maker,75,0.04608405255854774,5,357.7184802905446
2023-01-03,Home,LED Lamp,32,0.019359855905818797,3,94.1414538330414
2023-01-03,Fashion,Hoodie,38,0.08839389979989981,10,346.41031807603804
2023-01-03,Fashion,Sneakers,72,0.09309164301958243,3,195.8922051077702
2023-01-03,Fashion,Backpack,45,0.02763182452610434,4,175.0262715853012
2023-01-03,Beauty,Face Serum,28,0.08518704653284292,4,102.45905078832159
2023-01-03,Beauty,Hair Dryer,55,0.048782039951747055,2,104.63397560530782
2023-01-03,Beauty,Perfume,60,0.050765787314860436,5,284.77026380554184
2023-01-04,Electronics,Wireless Headphones,65,0.06345288592509815,4,243.5022496594745
2023-01-04,Electronics,Smart Watch,85,0.056062419781780545,3,240.70408295564596
2023-01-04,Electronics,Bluetooth Speaker,48,0.05570570825347263,2,90.65225200766662
2023-01-04,Home,Air Fryer,110,0.08014634052220584,6,607.1034152553442
2023-01-04,Home,Coffee Maker,75,0.03676401431584816,4,288.97079570524556
2023-01-04,Home,LED Lamp,32,0.017814435468149224,5,157.14969032509612
2023-01-04,Fashion,Hoodie,38,0.040793776080299236,3,109.34950952684589
2023-01-04,Fashion,Sneakers,72,0.0694334394015436,3,201.0023770892666
2023-01-04,Fashion,Backpack,45,0.015627604790750454,2,88.59351556883246
2023-01-04,Beauty,Face Serum,28,0.04334031274977612,0,0.0
2023-01-04,Beauty,Hair Dryer,55,0.06178846306362848,1,51.60163453150043
2023-01-04,Beauty,Perfume,60,0.0579123565418327,5,282.6262930374502
2023-01-05,Electronics,Wireless Headphones,65,0.08933387256188106,2,118.38659656695546
2023-01-05,Electronics,Smart Watch,85,0.022189713200414553,1,83.11387437796476
2023-01-05,Electronics,Bluetooth Speaker,48,0.07318596203895453,3,133.46122146639055
2023-01-05,Home,Air Fryer,110,0.04370056554482787,6,631.1576267404137
2023-01-05,Home,Coffee Maker,75,0.05739984974217749,4,282.78004507734676
2023-01-05,Home,LED Lamp,32,0.011653464877096557,3,94.88126737179874
2023-01-05,Fashion,Hoodie,38,0.07943529722444234,7,244.87021093829836
2023-01-05,Fashion,Sneakers,72,0.02054240942212836,7,493.6466256512473
2023-01-05,Fashion,Backpack,45,0.09551615394117005,4,162.8070922905894
2023-01-05,Beauty,Face Serum,28,0.020699820185129603,2,54.84081006963274
2023-01-05,Beauty,Hair Dryer,55,0.03322149306508547,6,319.0369072885218
2023-01-05,Beauty,Perfume,60,0.0,3,180.0
2023-01-06,Electronics,Wireless Headphones,65,0.01046014001365144,6,385.9205453946759
2023-01-06,Electronics,Smart Watch,85,0.03572640846195514,2,163.9265105614676
2023-01-06,Electronics,Bluetooth Speaker,48,0.04631178299399118,5,228.8851720814421
2023-01-06,Home,Air Fryer,110,0.07499560617275737,1,101.7504833209967
2023-01-06,Home,Coffee Maker,75,0.05505765479577984,4,283.482703561266
2023-01-06,Home,LED Lamp,32,0.10819132750865212,5,142.68938759861567
2023-01-06,Fashion,Hoodie,38,0.08273876712151318,4,139.42370739753
2023-01-06,Fashion,Sneakers,72,0.06310469607031928,4,269.825847531748
2023-01-06,Fashion,Backpack,45,0.05345603580146705,6,255.5668703336039
2023-01-06,Beauty,Face Serum,28,0.03238316842825294,2,54.186542568017835
2023-01-06,Beauty,Hair Dryer,55,0.0401564706943857,2,105.58278822361758
2023-01-06,Beauty,Perfume,60,0.04706144581679674,1,57.176313250992195
2023-01-07,Electronics,Wireless Headphones,65,0.0,3,195.0
2023-01-07,Electronics,Smart Watch,85,0.0831921533066923,4,311.7146678757246
2023-01-07,Electronics,Bluetooth Speaker,48,0.08383964723923493,1,43.975696932516726
2023-01-07,Home,Air Fryer,110,0.04104958279813927,4,421.9381835688187
2023-01-07,Home,Coffee Maker,75,0.023986401521061643,3,219.60305965776112
2023-01-07,Home,LED Lamp,32,0.03487498217978173,3,92.65200171074096
2023-01-07,Fashion,Hoodie,38,0.08301654138820418,6,209.07222856348946
2023-01-07,Fashion,Sneakers,72,0.05871939735115738,6,406.6332203443
2023-01-07,Fashion,Backpack,45,0.07690600393665964,3,124.61768946855095
2023-01-07,Beauty,Face Serum,28,0.0,5,140.0
2023-01-07,Beauty,Hair Dryer,55,0.042670210333780954,1,52.65313843164205
2023-01-07,Beauty,Perfume,60,0.054633141235384555,5,283.61005762938464
2023-01-08,Electronics,Wireless Headphones,65,0.052288004454330204,7,431.2089579732797
2023-01-08,Electronics,Smart Watch,85,0.06663963090783573,7,555.3494196098377
2023-01-08,Electronics,Bluetooth Speaker,48,0.04228317361133969,3,137.9112229999671
2023-01-08,Home,Air Fryer,110,0.00022970012190005884,2,219.949465973182
2023-01-08,Home,Coffee Maker,75,0.012437413598977577,3,222.20158194023006
2023-01-08,Home,LED Lamp,32,0.05248693682539347,7,212.24292615111185
2023-01-08,Fashion,Hoodie,38,0.058616130655901315,1,35.77258703507575
2023-01-08,Fashion,Sneakers,72,0.08339460840800583,5,329.9779409731179
2023-01-08,Fashion,Backpack,45,0.05328714542013631,3,127.80623536828159
2023-01-08,Beauty,Face Serum,28,0.03878589479929114,3,80.74198483685954
2023-01-08,Beauty,Hair Dryer,55,0.06593677256627804,1,51.373477508854705
2023-01-08,Beauty,Perfume,60,0.007838296219147452,3,178.58910668055347
2023-01-09,Electronics,Wireless Headphones,65,0.02478659895142231,5,316.94435534078775
2023-01-09,Electronics,Smart Watch,85,0.042322919541635584,6,488.4153110337659
2023-01-09,Electronics,Bluetooth Speaker,48,0.04823299045869822,5,228.42408228991243
2023-01-09,Home,Air Fryer,110,0.06848531680752369,3,307.3998454535172
2023-01-09,Home,Coffee Maker,75,0.033677096383382205,0,0.0
2023-01-09,Home,LED Lamp,32,0.05655089530185953,3,90.57111405102148
2023-01-09,Fashion,Hoodie,38,0.09993241326869985,11,376.2282512536835
2023-01-09,Fashion,Sneakers,72,0.00870602129551832,8,570.9853317337814
2023-01-09,Fashion,Backpack,45,0.005625948508946793,4,178.98732926838957
2023-01-09,Beauty,Face Serum,28,0.034084617922444105,3,81.13689209451469
2023-01-09,Beauty,Hair Dryer,55,0.007860067065379797,2,109.13539262280823
2023-01-09,Beauty,Perfume,60,0.05588190278970659,1,56.647085832617606
2023-01-10,Electronics,Wireless Headphones,65,0.08627947122552661,6,356.35100622204465
2023-01-10,Electronics,Smart Watch,85,0.056722836191965026,1,80.17855892368297
2023-01-10,Electronics,Bluetooth Speaker,48,0.03666369132088189,1,46.24014281659767
2023-01-10,Home,Air Fryer,110,0.11373319881517507,4,389.95739252132296
2023-01-10,Home,Coffee Maker,75,0.04525190397444358,3,214.81832160575019
2023-01-10,Home,LED Lamp,32,0.06311268438215216,1,29.980394099771132
2023-01-10,Fashion,Hoodie,38,0.006733209862319546,6,226.46482815139115
2023-01-10,Fashion,Sneakers,72,0.02240648255544982,4,281.54693302403047
2023-01-10,Fashion,Backpack,45,0.02827381880338044,1,43.72767815384788
2023-01-10,Beauty,Face Serum,28,0.047960305757871975,6,159.9426686326775
2023-01-10,Beauty,Hair Dryer,55,0.0,3,165.0
2023-01-10,Beauty,Perfume,60,0.07089519740785843,3,167.23886446658548
2023-01-11,Electronics,Wireless Headphones,65,0.06562713003120385,6,364.40541928783045
2023-01-11,Electronics,Smart Watch,85,0.03852898767126749,7,572.0752523355959
2023-01-11,Electronics,Bluetooth Speaker,48,0.0,3,144.0
2023-01-11,Home,Air Fryer,110,0.0,1,110.0
2023-01-11,Home,Coffee Maker,75,0.027121097103851848,0,0.0
2023-01-11,Home,LED Lamp,32,0.024229656993221157,2,62.44930195243385
2023-01-11,Fashion,Hoodie,38,0.0639637239818556,3,106.70813546606847
2023-01-11,Fashion,Sneakers,72,0.06754159120223918,2,134.27401086687755
2023-01-11,Fashion,Backpack,45,0.04473274964092108,1,42.98702626615855
2023-01-11,Beauty,Face Serum,28,0.07820047143373257,5,129.05193399927745
2023-01-11,Beauty,Hair Dryer,55,0.057064674572982414,3,155.5843286954579
2023-01-11,Beauty,Perfume,60,0.06119534291806776,2,112.65655884983187
2023-01-12,Electronics,Wireless Headphones,65,0.0453082252267887,1,62.054965360258734
2023-01-12,Electronics,Smart Watch,85,0.06944418472712313,1,79.09724429819454
2023-01-12,Electronics,Bluetooth Speaker,48,0.0,1,48.0
2023-01-12,Home,Air Fryer,110,0.07327095565876324,4,407.7607795101442
2023-01-12,Home,Coffee Maker,75,0.04251838240286859,4,287.24448527913944
2023-01-12,Home,LED Lamp,32,0.06599066023744755,5,149.44149436200837
2023-01-12,Fashion,Hoodie,38,0.05851978520005265,4,143.104992649592
2023-01-12,Fashion,Sneakers,72,0.036095201028771874,1,69.40114552592843
2023-01-12,Fashion,Backpack,45,0.055069931922444484,6,255.13111838094
2023-01-12,Beauty,Face Serum,28,0.04800676090357979,4,106.62324277879907
2023-01-12,Beauty,Hair Dryer,55,0.04492715038011131,4,210.11602691637552
2023-01-12,Beauty,Perfume,60,0.01874211152692134,2,117.75094661676944
2023-01-13,Electronics,Wireless Headphones,65,0.0748925346474981,3,180.39595574373786
2023-01-13,Electronics,Smart Watch,85,0.02290752931604849,3,249.15858002440766
2023-01-13,Electronics,Bluetooth Speaker,48,0.0449479188652649,7,320.897499261271
2023-01-13,Home,Air Fryer,110,0.05778632085758599,3,310.9305141169966
2023-01-13,Home,Coffee Maker,75,0.021514274972710634,2,146.7728587540934
2023-01-13,Home,LED Lamp,32,0.0,4,128.0
2023-01-13,Fashion,Hoodie,38,0.04050483720525262,8,291.6865294896032
2023-01-13,Fashion,Sneakers,72,0.09593466688718802,3,195.2781119523674
2023-01-13,Fashion,Backpack,45,0.09384227566752704,2,81.55419518992257
2023-01-13,Beauty,Face Serum,28,0.07422494675689645,5,129.60850745403448
2023-01-13,Beauty,Hair Dryer,55,0.056964397862795155,3,155.60087435263878
2023-01-13,Beauty,Perfume,60,0.06062414743590373,1,56.36255115384578
2023-01-14,Electronics,Wireless Headphones,65,0.05209952508286136,4,246.45412347845607
2023-01-14,Electronics,Smart Watch,85,0.039826406280686025,2,163.22951093228338
2023-01-14,Electronics,Bluetooth Speaker,48,0.024802676259411384,2,93.61894307909651
2023-01-14,Home,Air Fryer,110,0.049692017676767224,3,313.6016341666668
2023-01-14,Home,Coffee Maker,75,0.057222916679217674,7,494.95796874341073
2023-01-14,Home,LED Lamp,32,0.02917408193009971,3,93.19928813471043
2023-01-14,Fashion,Hoodie,38,0.07623349026358518,3,105.30938210995129
2023-01-14,Fashion,Sneakers,72,0.034444813867632054,7,486.6398138107134
2023-01-14,Fashion,Backpack,45,0.023093869992030797,3,131.88232755107583
2023-01-14,Beauty,Face Serum,28,0.07468512862616002,3,77.72644919540255
2023-01-14,Beauty,Hair Dryer,55,0.0029800393006485584,4,219.3443913538573
2023-01-14,Beauty,Perfume,60,0.06034480792975535,6,338.2758691452881
2023-01-15,Electronics,Wireless Headphones,65,0.09118484994008325,4,236.29193901557835
2023-01-15,Electronics,Smart Watch,85,0.047803081439609485,2,161.8734761552664
2023-01-15,Electronics,Bluetooth Speaker,48,0.05529024331987626,1,45.34606832064594
2023-01-15,Home,Air Fryer,110,0.041107542110724135,3,316.43451110346103
2023-01-15,Home,Coffee Maker,75,0.06193823343166988,5,351.77316246312375
2023-01-15,Home,LED Lamp,32,0.0378992467106831,2,61.57444821051628
2023-01-15,Fashion,Hoodie,38,0.015881458694960868,7,261.7755319871404
2023-01-15,Fashion,Sneakers,72,0.05086529685463139,2,136.6753972529331
2023-01-15,Fashion,Backpack,45,0.03969157819488174,6,259.28327388738194
2023-01-15,Beauty,Face Serum,28,0.05935966129265658,5,131.6896474190281
2023-01-15,Beauty,Hair Dryer,55,0.05827600387490489,1,51.79481978688023
2023-01-15,Beauty,Perfume,60,0.04725664545924541,7,400.1522089071169
2023-01-16,Electronics,Wireless Headphones,65,0.06584775944334356,7,425.0392694532787
2023-01-16,Electronics,Smart Watch,85,0.06675198105505475,1,79.32608161032034
2023-01-16,Electronics,Bluetooth Speaker,48,0.019129672827213035,2,94.16355140858755
